"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13881","Lets shop assesmenty","","2026-02-01","passed","2026-02-01","","letsShopAssesmentusingSpecialLocatorsPageobj.spec.js","",""
